rule_type,child_question,parent_question,parent_value
keep,OtherCancer_SiblingFreeTextBox,DiagnosedHealthCondition_SiblingCancerCondition,SiblingCancerCondition_OtherCancer
keep,DiagnosedHealthCondition_SiblingCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SiblingOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SiblingOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SiblingOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,OtherCondition_SiblingFreeTextBox,DiagnosedHealthCondition_SiblingOtherHealthCondition,SiblingOtherHealthCondition_OtherCondition
keep,DiagnosedHealthCondition_DaughterCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,OtherCancer_DaughterFreeTextBox,DiagnosedHealthCondition_DaughterCancerCondition,DaughterCancerCondition_OtherCancer
keep,DiagnosedHealthCondition_DaughterCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_DaughterOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_DaughterOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_DaughterOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,OtherCondition_DaughterFreeTextBox,DiagnosedHealthCondition_DaughterOtherHealthCondition,DaughterOtherHealthCondition_OtherCondition
keep,DiagnosedHealthCondition_SonCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,OtherCancer_SonFreeTextBox,DiagnosedHealthCondition_SonCancerCondition,SonCancerCondition_OtherCancer
keep,DiagnosedHealthCondition_SonCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_SonOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_SonOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_SonOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,OtherCondition_SonFreeTextBox,DiagnosedHealthCondition_SonOtherHealthCondition,SonOtherHealthCondition_OtherCondition
keep,DiagnosedHealthCondition_GrandparentCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentCancerCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,OtherCancer_GrandparentFreeTextBox,DiagnosedHealthCondition_GrandparentCancerCondition,GrandparentCancerCondition_OtherCancer
keep,DiagnosedHealthCondition_GrandparentCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentCirculatoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentDigestiveCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentEndocrineCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentKidneyCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentRespiratoryCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentNervousCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentMentalCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentSkeletalMuscularCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentVisionCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,DiagnosedHealthCondition_GrandparentOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Alot
keep,DiagnosedHealthCondition_GrandparentOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,FamilyMedicalHistoryAware_Some
keep,DiagnosedHealthCondition_GrandparentOtherHealthCondition,FamilyHistory_FamilyMedicalHistoryAware,PMI_Skip
keep,OtherCondition_GrandparentFreeTextBox,DiagnosedHealthCondition_GrandparentOtherHealthCondition,GrandparentOtherHealthCondition_OtherCondition
