rule_type,child_question,parent_question,parent_value
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,OtherSpecify_OtherDrugsTextBox,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_Marijuana3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_Cocaine3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_PrescriptionStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_OtherStimulant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_Inhalant3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_Sedative3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_Hallucinogen3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_StreetOpioid3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_OtherSpecify
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MarijuanaUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_CocaineUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionStimulantsUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_MethamphetamineUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_InhalantsUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_SedativesUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_HallucinogensUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_StreetOpioidsUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_PrescriptionOpioidsUse
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,WhichDrugsUsed_NoneOfTheseDrugs
drop,Past3MonthUseFrequency_Other3MonthUse,RecreationalDrugUse_WhichDrugsUsed,PMI_PreferNotToAnswer
