vocabulary_id,concept_code,concept_name,concept_id,domain_id,rule
SNOMED,219191007,Assault by hanging and strangulation,439452,Observation,assault.csv
SNOMED,219295007,Legal execution by poisoning,4071469,Observation,assault.csv
SNOMED,242910000,Assault with hammer,4073486,Observation,assault.csv
SNOMED,219208000,Assault by gasoline bomb,439445,Observation,assault.csv
SNOMED,219223005,Stabbed in fight,4071042,Observation,assault.csv
SNOMED,242870009,Assault by booby trap bomb,4073372,Observation,assault.csv
SNOMED,242896006,Blow with elbow,4055539,Observation,assault.csv
SNOMED,242893003,Kick with shod foot,4054797,Observation,assault.csv
SNOMED,242969007,Sexual assault of female with touching of breast through clothing,4073497,Observation,assault.csv
SNOMED,219181001,"Assault by corrosive or caustic substance, except poisoning",439447,Observation,assault.csv
SNOMED,78583002,Infanticide,4301262,Observation,assault.csv
SNOMED,242908002,Assault with baseball bat,4055543,Observation,assault.csv
SNOMED,219296008,Legal execution by shooting,4071556,Observation,assault.csv
SNOMED,242864003,Assault by poisoning with mace spray,4055134,Observation,assault.csv
SNOMED,111942003,Judicial execution by lethal injection,4009462,Observation,assault.csv
SNOMED,219209008,Assault by letter bomb,439444,Observation,assault.csv
SNOMED,302986003,Assault by poisoning by non-pharmaceutical substances,436316,Observation,assault.csv
SNOMED,242874000,Assault by cutting with craft knife,4055535,Observation,assault.csv
SNOMED,242913003,Assault with club,4054802,Observation,assault.csv
SNOMED,242961005,Sexual assault with digital penetration of vagina,4054919,Observation,assault.csv
SNOMED,219197006,Assault by drowning,439448,Observation,assault.csv
SNOMED,242919004,Assault by striking with thrown stone,4055546,Observation,assault.csv
SNOMED,242871008,Assault by land-mine,4054790,Observation,assault.csv
SNOMED,242935006,Assault by gagging,4055154,Observation,assault.csv
SNOMED,242859002,Assault by poisoning with ammonia,4054788,Observation,assault.csv
SNOMED,404189009,Domestic violence,4224284,Observation,assault.csv
SNOMED,74105006,Murder by hired killer,4250193,Observation,assault.csv
SNOMED,219291003,Legal execution by asphyxiation by gas,4071468,Observation,assault.csv
SNOMED,242956008,Sexual assault with oral penetration by penis,4073492,Observation,assault.csv
SNOMED,242888001,Assault with stiletto,4054795,Observation,assault.csv
SNOMED,219198001,Assault by firearms and explosives,4071449,Observation,assault.csv
SNOMED,242951003,Legal execution by garotte,4055156,Observation,assault.csv
SNOMED,242876003,Assault with broken glass or bottle,4073373,Observation,assault.csv
SNOMED,242886002,Assault by puncture wound,4054794,Observation,assault.csv
SNOMED,242927008,Assault by pushing into path of moving vehicle,4054804,Observation,assault.csv
SNOMED,242878002,Assault by cutting with axe,4055139,Observation,assault.csv
SNOMED,242867005,Assault with electric antipersonnel device,4055534,Observation,assault.csv
SNOMED,242930001,Assault by physical restraint,4073490,Observation,assault.csv
SNOMED,90097005,First degree murder,4234088,Observation,assault.csv
SNOMED,219293000,Legal execution by electrocution,4071299,Observation,assault.csv
SNOMED,242912008,Assault with truncheon,4055544,Observation,assault.csv
SNOMED,242914009,Assault with held brick,4055545,Observation,assault.csv
SNOMED,39379000,Forcible sexual assault,4215102,Observation,assault.csv
SNOMED,5941001,Gangland style homicide,4244424,Observation,assault.csv
SNOMED,242936007,Assault by blindfolding,4073491,Observation,assault.csv
SNOMED,219205002,Assault by military firearm,439446,Observation,assault.csv
SNOMED,219201006,Assault by revolver,4071451,Observation,assault.csv
SNOMED,5236003,Justifiable homicide,4182068,Observation,assault.csv
SNOMED,242971007,Sexual assault on male with touching of sexual organs through clothing,4073498,Observation,assault.csv
SNOMED,428200002,Assault by person,4180731,Observation,assault.csv
SNOMED,429686006,Assault by relative,4330788,Observation,assault.csv
SNOMED,428498002,Assault by stranger,4326516,Observation,assault.csv
SNOMED,219232007,Assault by arson,4074049,Observation,assault.csv
SNOMED,219237001,Assault by striking with thrown object,4071044,Observation,assault.csv
SNOMED,242901008,Grasped and twisted by assailant,4054800,Observation,assault.csv
SNOMED,242873006,Assault by cutting with knife,4055137,Observation,assault.csv
SNOMED,219212006,Assault by car bomb,4072132,Observation,assault.csv
SNOMED,242865002,Assault with electrical device,4055135,Observation,assault.csv
SNOMED,63148005,Murder,4269224,Observation,assault.csv
SNOMED,80295006,Judicial execution,4214138,Observation,assault.csv
SNOMED,242879005,Assault by stabbing,4055140,Observation,assault.csv
SNOMED,219204003,Assault by hunting rifle,440625,Observation,assault.csv
SNOMED,242883005,Assault by stabbing with craft knife,4073480,Observation,assault.csv
SNOMED,242875004,Assault with razor,4055138,Observation,assault.csv
SNOMED,219207005,Assault by antipersonnel bomb,438951,Observation,assault.csv
SNOMED,219199009,Assault by handgun,432537,Observation,assault.csv
SNOMED,242968004,Sexual assault of female with touching of vulva through clothing,4073496,Observation,assault.csv
SNOMED,95920001,Homicide by overkill,4320836,Observation,assault.csv
SNOMED,18055005,Murder of friend,4105953,Observation,assault.csv
SNOMED,242922002,Assault involving moving vehicles,4055548,Observation,assault.csv
SNOMED,242872001,Assault by cutting,4054791,Observation,assault.csv
SNOMED,269734009,Assault by manual strangulation,4148582,Observation,assault.csv
SNOMED,219292005,Legal execution by beheading,4071298,Observation,assault.csv
SNOMED,242933004,Assault by physical restraint with handcuffs,4055769,Observation,assault.csv
SNOMED,242970008,Sexual assault on male with touching of sexual organs,4055772,Observation,assault.csv
SNOMED,219193005,Assault by hanging,439450,Observation,assault.csv
SNOMED,219195003,Assault by suffocation,433941,Observation,assault.csv
SNOMED,242858005,Assault by poisoning with local irritant,4055130,Observation,assault.csv
SNOMED,219234008,Assault by pushing from high place,437463,Observation,assault.csv
SNOMED,269733003,Assault by poisoning by gas or vapor,432536,Observation,assault.csv
SNOMED,242920005,Assault by cigarette burn,4055151,Observation,assault.csv
SNOMED,242905004,Pinched,4054801,Observation,assault.csv
SNOMED,219187002,Assault by poisoning by drugs or medicines,435437,Observation,assault.csv
SNOMED,28064001,Fratricide,4102162,Observation,assault.csv
SNOMED,242926004,Assault by pushing from moving motor vehicle,4073488,Observation,assault.csv
SNOMED,219242009,Abandonment of infant with intent to injure or kill,4072206,Observation,assault.csv
SNOMED,39262008,Second degree murder,4188918,Observation,assault.csv
SNOMED,242917002,Assault with whip,4055150,Observation,assault.csv
SNOMED,242960006,Attempted male rape,4073493,Observation,assault.csv
SNOMED,79835004,Judicial execution by electric chair,4196487,Observation,assault.csv
SNOMED,25692008,Murder of acquaintance,4104292,Observation,assault.csv
SNOMED,52684005,Assault,439237,Observation,assault.csv
SNOMED,242855008,Assault by concentrated sulfuric acid,4055129,Observation,assault.csv
SNOMED,242887006,Assault with used injection needle,4055142,Observation,assault.csv
SNOMED,242955007,Sexual assault on male with anal penetration by penis,4055227,Observation,assault.csv
SNOMED,219213001,Assault by bomb in house,4072201,Observation,assault.csv
SNOMED,242895005,Head butt,4054798,Observation,assault.csv
SNOMED,242900009,Grasped with arm,4073483,Observation,assault.csv
SNOMED,242903006,Assault by human bite,440600,Observation,assault.csv
SNOMED,269731001,Homicide or assault by rape,4148581,Observation,assault.csv
SNOMED,242925000,Assault by pushing from moving train,4054803,Observation,assault.csv
SNOMED,269732008,"Assault by corrosive substance, except poisoning",4155225,Observation,assault.csv
SNOMED,242889009,Assault with body part,4054796,Observation,assault.csv
SNOMED,40358007,Non-judicial execution,4222744,Observation,assault.csv
SNOMED,242931002,Assault by binding,4054805,Observation,assault.csv
SNOMED,242856009,Assault by ammonia,4054786,Observation,assault.csv
SNOMED,219222000,Cut in fight,4071453,Observation,assault.csv
SNOMED,242909005,Assault with walking stick,4073485,Observation,assault.csv
SNOMED,219186006,Assault by poisoning,440599,Observation,assault.csv
SNOMED,242860007,Assault by poisoning with pepper dust,4055131,Observation,assault.csv
SNOMED,242866001,Assault by torture with electric current,4054789,Observation,assault.csv
SNOMED,242964002,Sexual assault with penetration of anus with foreign body,4073494,Observation,assault.csv
SNOMED,219200007,Assault by pistol,4071035,Observation,assault.csv
SNOMED,16445007,Homosexual forcible assault,4040822,Observation,assault.csv
SNOMED,242934005,Assault by physical restraint with adhesive tape,4054806,Observation,assault.csv
SNOMED,274229005,Fight - assault,4167238,Observation,assault.csv
SNOMED,219182008,Assault by acid,4072127,Observation,assault.csv
SNOMED,219194004,Assault by strangulation,439449,Observation,assault.csv
SNOMED,219218005,Assault by cutting and stabbing instruments,432800,Observation,assault.csv
SNOMED,242924001,Assault by pushing from moving vehicle,4055152,Observation,assault.csv
SNOMED,242954006,Sexual assault with anal penetration by penis,4055158,Observation,assault.csv
SNOMED,18870005,Murder of spouse,4077911,Observation,assault.csv
SNOMED,219177001,"Homicide and assault by fight, brawl and rape",4072126,Observation,assault.csv
SNOMED,242894009,Intentionally tripped,4055538,Observation,assault.csv
SNOMED,242890000,Punch with fist,4055143,Observation,assault.csv
SNOMED,242902001,Sat on by assailant,4073484,Observation,assault.csv
SNOMED,29444006,Murder of relative,4104963,Observation,assault.csv
SNOMED,242921009,Assault by branding,4055547,Observation,assault.csv
SNOMED,27935005,Homicide,4101415,Observation,assault.csv
SNOMED,242965001,Sexual assault of female with touching of sexual parts,4055771,Observation,assault.csv
SNOMED,219184009,Assault by caustic substance,4072128,Observation,assault.csv
SNOMED,219236005,Assault by striking with blunt object,4071457,Observation,assault.csv
SNOMED,90757003,Patricide,4236665,Observation,assault.csv
SNOMED,242959001,Attempted anal rape of female,4054918,Observation,assault.csv
SNOMED,219203009,Assault by shotgun,434850,Observation,assault.csv
SNOMED,11385001,Assault and battery,4034538,Observation,assault.csv
SNOMED,219290002,Legal execution,434262,Observation,assault.csv
SNOMED,242929006,Assault by pushing into path of moving motor vehicle,4073489,Observation,assault.csv
SNOMED,242897002,Blow with knee,4055540,Observation,assault.csv
SNOMED,219192000,Assault by garrotting or ligature,439451,Observation,assault.csv
SNOMED,242898007,Held by assailant,4055541,Observation,assault.csv
SNOMED,242972000,Sexual assault on male with touching of unclothed sexual organs,4055773,Observation,assault.csv
SNOMED,242863009,Assault by poisoning with perfume spray,4055133,Observation,assault.csv
SNOMED,242869008,Assault by firearms,435166,Observation,assault.csv
SNOMED,242916006,Assault with cane,4055149,Observation,assault.csv
SNOMED,219214007,Assault by dynamite,4071039,Observation,assault.csv
SNOMED,274954001,Assault by explosive device,433398,Observation,assault.csv
SNOMED,24780005,Sororicide,4085053,Observation,assault.csv
SNOMED,242911001,Assault with poker,4055147,Observation,assault.csv
SNOMED,242899004,Grasped with hand,4054799,Observation,assault.csv
SNOMED,242891001,Slap with open hand,4055144,Observation,assault.csv
SNOMED,417928002,Abuse,433939,Observation,assault.csv
SNOMED,433960002,Abuse by sibling,443598,Observation,assault.csv
SNOMED,242937003,Late effects of assault,4054807,Condition,assault.csv
ICD9CM,E968.8,Assault by other specified means,44820353,Observation,assault.csv
ICD9CM,E967.1,"Perpetrator of child and adult abuse, by other specified person",44823761,Condition,assault.csv
ICD9CM,E967.2,"Perpetrator of child and adult abuse, by mother, stepmother, or girlfriend",44834198,Condition,assault.csv
ICD9CM,E960.0,Unarmed fight or brawl,44822622,Observation,assault.csv
ICD9CM,E965.5,Assault by antipersonnel bomb,44828451,Observation,assault.csv
ICD9CM,E965.7,Assault by letter bomb,44820349,Observation,assault.csv
ICD9CM,E967.6,"Perpetrator of child and adult abuse, by grandparent",44820352,Condition,assault.csv
ICD9CM,E965,Assault by firearms and explosives,44835385,Observation,assault.csv
ICD9CM,E968.5,Assault by transport vehicle,44837726,Observation,assault.csv
ICD9CM,E968.0,Assault by fire,44827275,Observation,assault.csv
ICD9CM,E968.9,Assault by unspecified means,44822624,Observation,assault.csv
ICD9CM,E965.1,Assault by shotgun,44827273,Observation,assault.csv
ICD9CM,E968.3,Assault by hot liquid,44826125,Observation,assault.csv
ICD9CM,E967,Perpetrator of child and adult abuse,44820351,Condition,assault.csv
ICD9CM,E967.3,"Perpetrator of child and adult abuse, by spouse or partner",44829561,Condition,assault.csv
ICD9CM,E968.4,Assault by criminal neglect,44824925,Observation,assault.csv
ICD9CM,E967.7,"Perpetrator of child and adult abuse, by other relative",44826124,Condition,assault.csv
ICD9CM,E960,"Fight, brawl, rape",44829559,Observation,assault.csv
ICD9CM,E967.0,"Perpetrator of child and adult abuse, by father, stepfather, or boyfriend",44829560,Condition,assault.csv
ICD9CM,E964,Assault by submersion [drowning],44830712,Observation,assault.csv
ICD9CM,E960.1,Rape,44823760,Observation,assault.csv
ICD9CM,E962.0,Assault by drugs and medicinal substances,44837722,Observation,assault.csv
ICD9CM,E962.1,Assault by other solid and liquid substances,44831877,Observation,assault.csv
ICD9CM,E962,Assault by poisoning,44827271,Observation,assault.csv
ICD9CM,E965.3,Assault by military firearms,44822623,Observation,assault.csv
ICD9CM,E962.9,Assault by unspecified poisoning,44827272,Observation,assault.csv
ICD9CM,E963,Assault by hanging and strangulation,44837723,Observation,assault.csv
ICD9CM,E965.2,Assault by hunting rifle,44833015,Observation,assault.csv
ICD9CM,E966,Assault by cutting and piercing instrument,44828452,Observation,assault.csv
ICD9CM,E965.4,Assault by other and unspecified firearm,44827274,Observation,assault.csv
ICD9CM,E961,"Assault by corrosive or caustic substance, except poisoning",44831876,Observation,assault.csv
ICD9CM,E967.9,"Perpetrator of child and adult abuse, by unspecified person",44828453,Condition,assault.csv
ICD9CM,E962.2,Assault by other gases and vapors,44836574,Observation,assault.csv
ICD9CM,E965.8,Assault by other specified explosive,44837724,Observation,assault.csv
ICD9CM,E968,Assault by other and unspecified means,44830713,Observation,assault.csv
ICD9CM,E968.2,Assault by striking by blunt or thrown object,44829562,Observation,assault.csv
ICD9CM,E967.8,"Perpetrator of child and adult abuse, by non-related caregiver",44831878,Condition,assault.csv
ICD9CM,E968.6,Assault by air gun,44821477,Observation,assault.csv
ICD9CM,E968.1,Assault by pushing from a high place,44837725,Observation,assault.csv
ICD9CM,E965.6,Assault by gasoline bomb,44835386,Observation,assault.csv
ICD9CM,E967.5,"Perpetrator of child and adult abuse, by sibling",44821476,Condition,assault.csv
ICD9CM,E965.0,Assault by handgun,44821475,Observation,assault.csv
ICD9CM,E968.7,Assault by human bite,44824926,Observation,assault.csv
ICD9CM,E967.4,"Perpetrator of child and adult abuse, by child",44824924,Condition,assault.csv
ICD9CM,E965.9,Assault by unspecified explosive,44820350,Observation,assault.csv
ICD9CM,E969,Late effects of injury purposely inflicted by other person,44826126,Condition,assault.csv
ICD10CM,Y05,"deactivated. See T74.0, T76.0",35224106,Condition,assault.csv
ICD10CM,Y07.03,"Male partner, perpetrator of maltreatment and neglect",45556692,Condition,assault.csv
ICD10CM,Y08.0,Assault by strike by sport equipment,45566288,Observation,assault.csv
ICD10CM,Y07.4,"Other family member, perpetrator of maltreatment and neglect",1575725,Condition,assault.csv
ICD10CM,X92.8,Other assault by drowning and submersion,45595343,Observation,assault.csv
ICD10CM,Y01,Assault by pushing from high place,21323,Observation,assault.csv
ICD10CM,Y07.436,"Stepsister, perpetrator of maltreatment and neglect",45604973,Condition,assault.csv
ICD10CM,Y04.1,Assault by human bite,45609803,Observation,assault.csv
ICD10CM,Y07.59,"Other non-family member, perpetrator of maltreatment and neglect",45551969,Condition,assault.csv
ICD10CM,Y07.02,"Wife, perpetrator of maltreatment and neglect",45561489,Condition,assault.csv
ICD10CM,X95.02,Assault by paintball gun discharge,21317,Observation,assault.csv
ICD10CM,X92.3,Assault by drowning and submersion in natural water,21314,Observation,assault.csv
ICD10CM,X94,"Assault by rifle, shotgun and larger firearm discharge",1575714,Observation,assault.csv
ICD10CM,X92,Assault by drowning and submersion,1575713,Observation,assault.csv
ICD10CM,Y07.521,"Mental health provider, perpetrator of maltreatment and neglect",45595361,Condition,assault.csv
ICD10CM,X95.09,"Assault by other gas, air or spring-operated gun",21318,Observation,assault.csv
ICD10CM,X92.9,"Assault by drowning and submersion, unspecified",45542266,Observation,assault.csv
ICD10CM,Y07.513,"Adultcare center provider, perpetrator of maltreatment and neglect",45600224,Condition,assault.csv
ICD10CM,Y08.8,Assault by other specified means,45571206,Observation,assault.csv
ICD10CM,X95,Assault by other and unspecified firearm and gun discharge,1575715,Observation,assault.csv
ICD10CM,Y03.8,Other assault by crashing of motor vehicle,45556691,Observation,assault.csv
ICD10CM,Y07.1,"Parent (adoptive) (biological), perpetrator of maltreatment and neglect",1575724,Condition,assault.csv
ICD10CM,Y07.499,"Other family member, perpetrator of maltreatment and neglect",45571202,Condition,assault.csv
ICD10CM,X99.2,Assault by sword or dagger,45537487,Observation,assault.csv
ICD10CM,Y07.519,"Unspecified daycare provider, perpetrator of maltreatment and neglect",45580886,Condition,assault.csv
ICD10CM,Y04,Assault by bodily force,1575721,Observation,assault.csv
ICD10CM,Y07.411,"Sister, perpetrator of maltreatment and neglect",45561491,Condition,assault.csv
ICD10CM,X98.3,Assault by hot household appliances,21321,Observation,assault.csv
ICD10CM,Y02,Assault by pushing or placing victim in front of moving object,1575719,Observation,assault.csv
ICD10CM,X95.9,Assault by unspecified firearm discharge,45556684,Observation,assault.csv
ICD10CM,X94.1,Assault by hunting rifle,45585679,Observation,assault.csv
ICD10CM,Y07.11,"Biological father, perpetrator of maltreatment and neglect",45537492,Condition,assault.csv
ICD10CM,Y07.13,"Adoptive father, perpetrator of maltreatment and neglect",45595359,Condition,assault.csv
ICD10CM,X92.1,Assault by drowning and submersion while in swimming pool,45566277,Observation,assault.csv
ICD10CM,X96.2,Assault by letter bomb,45585680,Observation,assault.csv
ICD10CM,X94.2,Assault by machine gun,45542267,Observation,assault.csv
ICD10CM,Y08.09,Assault by strike by other specified type of sport equipment,21326,Observation,assault.csv
ICD10CM,Y07.510,"At-home childcare provider, perpetrator of maltreatment and neglect",45604974,Condition,assault.csv
ICD10CM,Y07.52,"Healthcare provider, perpetrator of maltreatment and neglect",1575732,Condition,assault.csv
ICD10CM,X98.1,Assault by hot tap water,45595348,Observation,assault.csv
ICD10CM,X94.8,Assault by other larger firearm discharge,45576010,Observation,assault.csv
ICD10CM,X98.2,Assault by hot fluids,45609798,Observation,assault.csv
ICD10CM,Y07.430,"Stepfather, perpetrator of maltreatment and neglect",45561492,Condition,assault.csv
ICD10CM,Y08.01,Assault by strike by hockey stick,21324,Observation,assault.csv
ICD10CM,Y07.420,"Foster father, perpetrator of maltreatment and neglect",45580884,Condition,assault.csv
ICD10CM,Y07.435,"Stepbrother, perpetrator or maltreatment and neglect",45542276,Condition,assault.csv
ICD10CM,X96.3,Assault by fertilizer bomb,21319,Observation,assault.csv
ICD10CM,X96.1,Assault by gasoline bomb,45580879,Observation,assault.csv
ICD10CM,X97,"Assault by smoke, fire and flames",21320,Observation,assault.csv
ICD10CM,Y07.14,"Adoptive mother, perpetrator of maltreatment and neglect",45566286,Condition,assault.csv
ICD10CM,Y07.491,"Female cousin, perpetrator of maltreatment and neglect",45600223,Condition,assault.csv
ICD10CM,Y07.0,"Spouse or partner, perpetrator of maltreatment and neglect",1575723,Condition,assault.csv
ICD10CM,Y08.02,Assault by strike by baseball bat,21325,Observation,assault.csv
ICD10CM,Y07.42,"Foster parent, perpetrator of maltreatment and neglect",1575727,Condition,assault.csv
ICD10CM,Y07.51,"Daycare provider, perpetrator of maltreatment and neglect",1575731,Condition,assault.csv
ICD10CM,Y07.433,"Stepmother, perpetrator of maltreatment and neglect",45600221,Condition,assault.csv
ICD10CM,Y07.53,"Teacher or instructor, perpetrator of maltreatment and neglect",45576019,Condition,assault.csv
ICD10CM,Y07.9,Unspecified perpetrator of maltreatment and neglect,8692,Condition,assault.csv
ICD10CM,X99.8,Assault by other sharp object,45561484,Observation,assault.csv
ICD10CM,Y08.81XS,"Assault by crashing of aircraft, sequela",45537494,Condition,assault.csv
ICD10CM,X95.8XXS,"Assault by other firearm discharge, sequela",45600212,Condition,assault.csv
ICD10CM,X95.9XXA,"Assault by unspecified firearm discharge, initial encounter",45580878,Observation,assault.csv
ICD10CM,Y04.8XXA,"Assault by other bodily force, initial encounter",45609805,Observation,assault.csv
ICD10CM,X92.0XXS,"Assault by drowning and submersion while in bathtub, sequela",45561476,Condition,assault.csv
ICD10CM,X98.3XXA,"Assault by hot household appliances, initial encounter",45576012,Observation,assault.csv
ICD10CM,X94.0XXS,"Assault by shotgun, sequela",45604964,Condition,assault.csv
ICD10CM,X98.0XXA,"Assault by steam or hot vapors, initial encounter",45551962,Observation,assault.csv
ICD10CM,Y01.XXXA,"Assault by pushing from high place, initial encounter",45590574,Observation,assault.csv
ICD10CM,Y03.0XXA,"Assault by being hit or run over by motor vehicle, initial encounter",45585682,Observation,assault.csv
ICD10CM,X99.2XXA,"Assault by sword or dagger, initial encounter",45566284,Observation,assault.csv
ICD10CM,X98.0XXD,"Assault by steam or hot vapors, subsequent encounter",45590566,Observation,assault.csv
ICD10CM,Y03.8XXS,"Other assault by crashing of motor vehicle, sequela",45590576,Condition,assault.csv
ICD10CM,X92.1XXS,"Assault by drowning and submersion while in swimming pool, sequela",45580874,Condition,assault.csv
ICD10CM,X99.8XXD,"Assault by other sharp object, subsequent encounter",45542271,Observation,assault.csv
ICD10CM,X94.9XXD,"Assault by unspecified larger firearm discharge, subsequent encounter",45571195,Observation,assault.csv
ICD10CM,X95.09XS,"Assault by other gas, air or spring-operated gun, sequela",45556683,Condition,assault.csv
ICD10CM,X98.9XXS,"Assault by unspecified hot objects, sequela",45595349,Condition,assault.csv
ICD10CM,X98.1XXA,"Assault by hot tap water, initial encounter",45556685,Observation,assault.csv
ICD10CM,X94.8XXA,"Assault by other larger firearm discharge, initial encounter",45604966,Observation,assault.csv
ICD10CM,X98.1XXS,"Assault by hot tap water, sequela",45537485,Condition,assault.csv
ICD10CM,X92.9XXD,"Assault by drowning and submersion, unspecified, subsequent encounter",45585676,Observation,assault.csv
ICD10CM,X98.8XXA,"Assault by other hot objects, initial encounter",45576013,Observation,assault.csv
ICD10CM,X95.9XXS,"Assault by unspecified firearm discharge, sequela",45571197,Condition,assault.csv
ICD10CM,X99.9XXA,"Assault by unspecified sharp object, initial encounter",45595350,Observation,assault.csv
ICD10CM,X92.3XXD,"Assault by drowning and submersion in natural water, subsequent encounter",45556682,Observation,assault.csv
ICD10CM,Y02.8XXD,"Assault by pushing or placing victim in front of other moving object, subsequent encounter",45585681,Observation,assault.csv
ICD10CM,X95.09XA,"Assault by other gas, air or spring-operated gun, initial encounter",45580877,Observation,assault.csv
ICD10CM,X99.1XXD,"Assault by knife, subsequent encounter",45571200,Observation,assault.csv
ICD10CM,Y04.0XXS,"Assault by unarmed brawl or fight, sequela",45600218,Condition,assault.csv
ICD10CM,X94.1XXA,"Assault by hunting rifle, initial encounter",45590556,Observation,assault.csv
ICD10CM,X96.0XXS,"Assault by antipersonnel bomb, sequela",45571198,Condition,assault.csv
ICD10CM,Y08.01XA,"Assault by strike by hockey stick, initial encounter",45604976,Observation,assault.csv
ICD10CM,Y02.8XXA,"Assault by pushing or placing victim in front of other moving object, initial encounter",45537489,Observation,assault.csv
ICD10CM,X98.3XXD,"Assault by hot household appliances, subsequent encounter",45590569,Observation,assault.csv
ICD10CM,Y08.09XA,"Assault by strike by other specified type of sport equipment, initial encounter",45609809,Observation,assault.csv
ICD10CM,X99.9XXS,"Assault by unspecified sharp object, sequela",45537488,Condition,assault.csv
ICD10CM,Y02.0XXS,"Assault by pushing or placing victim in front of motor vehicle, sequela",45542273,Condition,assault.csv
ICD10CM,X98.9XXD,"Assault by unspecified hot objects, subsequent encounter",45551965,Observation,assault.csv
ICD10CM,Y00.XXXA,"Assault by blunt object, initial encounter",45590573,Observation,assault.csv
ICD10CM,X94.0XXD,"Assault by shotgun, subsequent encounter",45600211,Observation,assault.csv
ICD10CM,X98.2XXA,"Assault by hot fluids, initial encounter",45590567,Observation,assault.csv
ICD10CM,X94.8XXS,"Assault by other larger firearm discharge, sequela",45590558,Condition,assault.csv
ICD10CM,X96.9XXS,"Assault by unspecified explosive, sequela",45590565,Condition,assault.csv
ICD10CM,Y01.XXXD,"Assault by pushing from high place, subsequent encounter",45561486,Observation,assault.csv
ICD10CM,X94.2XXS,"Assault by machine gun, sequela",45547159,Condition,assault.csv
ICD10CM,X95.01XA,"Assault by airgun discharge, initial encounter",45609795,Observation,assault.csv
ICD10CM,X99.0XXA,"Assault by sharp glass, initial encounter",45542270,Observation,assault.csv
ICD10CM,Y00.XXXD,"Assault by blunt object, subsequent encounter",45556689,Observation,assault.csv
ICD10CM,X98.1XXD,"Assault by hot tap water, subsequent encounter",45547166,Observation,assault.csv
ICD10CM,Y08.81XD,"Assault by crashing of aircraft, subsequent encounter",45604978,Condition,assault.csv
ICD10CM,X95.02XA,"Assault by paintball gun discharge, initial encounter",45561480,Observation,assault.csv
