"table_name","column_name","is_nullable","data_type","description"
"care_site","care_site_id","no","integer","A unique identifier for each Care Site."
"care_site","care_site_name","yes","character varying","The description or name of the Care Site"
"care_site","place_of_service_concept_id","yes","integer","A foreign key that refers to a Place of Service Concept ID in the Standardized Vocabularies."
"care_site","location_id","yes","integer","A foreign key to the geographic Location of the Care Site in the LOCATION table, where the detailed address information is stored."
"care_site","care_site_source_value","yes","character varying","The identifier for the Care Site in the source data, stored here for reference."
"care_site","place_of_service_source_value","yes","character varying","The source code for the Place of Service as it appears in the source data, stored here for reference."
"visit_occurrence","visit_occurrence_id","no","integer","A unique identifier for each Person's visit or encounter at a healthcare provider."
"visit_occurrence","person_id","no","integer","A foreign key identifier to the Person for whom the visit is recorded. The demographic details of that Person are stored in the PERSON table."
"visit_occurrence","visit_concept_id","no","integer","A foreign key that refers to a visit Concept identifier in the Standardized Vocabularies."
"visit_occurrence","visit_start_date","no","date","The start date of the visit."
"visit_occurrence","visit_start_time","yes","character varying","The time the visit started."
"visit_occurrence","visit_end_date","no","date","The end date of the visit. If this is a one-day visit the end date should match the start date."
"visit_occurrence","visit_end_time","yes","character varying","The time the visit ended."
"visit_occurrence","visit_type_concept_id","no","integer","A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the type of source data from which the visit record is derived."
"visit_occurrence","provider_id","yes","integer","A foreign key to the provider in the provider table who was associated with the visit."
"visit_occurrence","care_site_id","yes","integer","A foreign key to the care site in the care site table that was visited."
"visit_occurrence","visit_source_value","yes","character varying","The source code for the visit as it appears in the source data."
"visit_occurrence","visit_source_concept_id","yes","integer","A foreign key to a Concept that refers to the code used in the source."
"provider","provider_id","no","integer","A unique identifier for each Provider."
"provider","provider_name","yes","character varying","A description of the Provider."
"provider","npi","yes","character varying","The National Provider Identifier (NPI) of the provider."
"provider","dea","yes","character varying","The Drug Enforcement Administration (DEA) number of the provider."
"provider","specialty_concept_id","yes","integer","A foreign key to a Standard Specialty Concept ID in the Standardized Vocabularies."
"provider","care_site_id","yes","integer","A foreign key to the main Care Site where the provider is practicing."
"provider","year_of_birth","yes","integer","The year of birth of the Provider."
"provider","gender_concept_id","yes","integer","The gender of the Provider."
"provider","provider_source_value","yes","character varying","The identifier used for the Provider in the source data, stored here for reference."
"provider","specialty_source_value","yes","character varying","The source code for the Provider specialty as it appears in the source data, stored here for reference."
"provider","specialty_source_concept_id","yes","integer","A foreign key to a Concept that refers to the code used in the source."
"provider","gender_source_value","yes","character varying","The gender code for the Provider as it appears in the source data, stored here for reference."
"provider","gender_source_concept_id","yes","integer","A foreign key to a Concept that refers to the code used in the source."
"condition_occurrence","condition_occurrence_id","no","integer","A unique identifier for each Condition Occurrence event."
"condition_occurrence","person_id","no","integer","A foreign key identifier to the Person who is experiencing the condition. The demographic details of that Person are stored in the PERSON table."
"condition_occurrence","condition_concept_id","no","integer","A foreign key that refers to a Standard Condition Concept identifier in the Standardized Vocabularies."
"condition_occurrence","condition_start_date","no","date","The date when the instance of the Condition is recorded."
"condition_occurrence","condition_end_date","yes","date","The date when the instance of the Condition is considered to have ended."
"condition_occurrence","condition_type_concept_id","no","integer","A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the source data from which the condition was recorded, the level of standardization, and the type of occurrence."
"condition_occurrence","stop_reason","yes","character varying","The reason that the condition was no longer present, as indicated in the source data."
"condition_occurrence","provider_id","yes","integer","A foreign key to the Provider in the PROVIDER table who was responsible for capturing (diagnosing) the Condition."
"condition_occurrence","visit_occurrence_id","yes","integer","A foreign key to the visit in the VISIT table during which the Condition was determined (diagnosed)."
"condition_occurrence","condition_source_value","yes","character varying","The source code for the condition as it appears in the source data. This code is mapped to a standard condition concept in the Standardized Vocabularies and the original code is stored here for reference."
"condition_occurrence","condition_source_concept_id","yes","integer","A foreign key to a Condition Concept that refers to the code used in the source."
"death","person_id","no","integer","A foreign key identifier to the deceased person. The demographic details of that person are stored in the person table."
"death","death_date","no","date","The date the person was deceased. If the precise date including day or month is not known or not allowed, December is used as the default month, and the last day of the month the default day."
"death","death_type_concept_id","no","integer","A foreign key referring to the predefined concept identifier in the Standardized Vocabularies reflecting how the death was represented in the source data."
"death","cause_concept_id","yes","integer","A foreign key referring to a standard concept identifier in the Standardized Vocabularies for conditions."
"death","cause_source_value","yes","character varying","The source code for the cause of death as it appears in the source data. This code is mapped to a standard concept in the Standardized Vocabularies and the original code is, stored here for reference."
"death","cause_source_concept_id","yes","integer","A foreign key to the concept that refers to the code used in the source. Note, this variable name is abbreviated to ensure it will be allowable across database platforms."
"drug_exposure","drug_exposure_id","no","integer","A system-generated unique identifier for each Drug utilization event."
"drug_exposure","person_id","no","integer","A foreign key identifier to the person who is subjected to the Drug. The demographic details of that person are stored in the person table."
"drug_exposure","drug_concept_id","no","integer","A foreign key that refers to a Standard Concept identifier in the Standardized Vocabularies for the Drug concept."
"drug_exposure","drug_exposure_start_date","no","date","The start date for the current instance of Drug utilization. Valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a Drug administration procedure was recorded."
"drug_exposure","drug_exposure_end_date","yes","date","The end date for the current instance of Drug utilization. It is not available from all sources."
"drug_exposure","drug_type_concept_id","no","integer","A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the type of Drug Exposure recorded. It indicates how the Drug Exposure was represented in the source data."
"drug_exposure","stop_reason","yes","character varying","The reason the Drug was stopped. Reasons include regimen completed, changed, removed, etc."
"drug_exposure","refills","yes","integer","The number of refills after the initial prescription. The initial prescription is not counted, values start with 0."
"drug_exposure","quantity","yes","numeric","The quantity of drug as recorded in the original prescription or dispensing record."
"drug_exposure","days_supply","yes","integer","The number of days of supply of the medication as recorded in the original prescription or dispensing record."
"drug_exposure","sig","yes","text","The directions ('signetur') on the Drug prescription as recorded in the original prescription (and printed on the container) or dispensing record."
"drug_exposure","route_concept_id","yes","integer","A foreign key to a predefined concept in the Standardized Vocabularies reflecting the route of administration."
"drug_exposure","effective_drug_dose","yes","numeric","Numerical value of Drug dose for this Drug Exposure record."
"drug_exposure","dose_unit_concept_id","yes","integer","A foreign key to a predefined concept in the Standardized Vocabularies reflecting the unit the effective_drug_dose value is expressed."
"drug_exposure","lot_number","yes","character varying","An identifier assigned to a particular quantity or lot of Drug product from the manufacturer."
"drug_exposure","provider_id","yes","integer","A foreign key to the provider in the provider table who initiated (prescribed or administered) the Drug Exposure."
"drug_exposure","visit_occurrence_id","yes","integer","A foreign key to the visit in the visit table during which the Drug Exposure was initiated."
"drug_exposure","drug_source_value","yes","character varying","The source code for the Drug as it appears in the source data. This code is mapped to a Standard Drug concept in the Standardized Vocabularies and the original code is, stored here for reference."
"drug_exposure","drug_source_concept_id","yes","integer","A foreign key to a Drug Concept that refers to the code used in the source."
"drug_exposure","route_source_value","yes","character varying","The information about the route of administration as detailed in the source."
"drug_exposure","dose_unit_source_value","yes","character varying","The information about the dose unit as detailed in the source."
"device_exposure","device_exposure_id","no","integer","A system-generated unique identifier for each Device Exposure."
"device_exposure","person_id","no","integer","A foreign key identifier to the Person who is subjected to the Device. The demographic details of that person are stored in the Person table."
"device_exposure","device_concept_id","no","integer","A foreign key that refers to a Standard Concept identifier in the Standardized Vocabularies for the Device concept."
"device_exposure","device_exposure_start_date","no","date","The date the Device or supply was applied or used."
"device_exposure","device_exposure_end_date","yes","date","The date the Device or supply was removed from use."
"device_exposure","device_type_concept_id","no","integer","A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the type of Device Exposure recorded. It indicates how the Device Exposure was represented in the source data."
"device_exposure","unique_device_id","yes","character varying","A UDI or equivalent identifying the instance of the Device used in the Person."
"device_exposure","quantity","yes","integer","The number of individual Devices used for the exposure."
"device_exposure","provider_id","yes","integer","A foreign key to the provider in the PROVIDER table who initiated of administered the Device."
"device_exposure","visit_occurrence_id","yes","integer","A foreign key to the visit in the VISIT table during which the device was used."
"device_exposure","device_source_value","yes","character varying","The source code for the Device as it appears in the source data. This code is mapped to a standard Device Concept in the Standardized Vocabularies and the original code is stored here for reference."
"device_exposure","device_source_concept_id","yes","integer","A foreign key to a Device Concept that refers to the code used in the source."
"procedure_occurrence","procedure_occurrence_id","no","integer","A system-generated unique identifier for each Procedure Occurrence."
"procedure_occurrence","person_id","no","integer","A foreign key identifier to the Person who is subjected to the Procedure. The demographic details of that Person are stored in the PERSON table."
"procedure_occurrence","procedure_concept_id","no","integer","A foreign key that refers to a standard procedure Concept identifier in the Standardized Vocabularies."
"procedure_occurrence","procedure_date","no","date","The date on which the Procedure was performed."
"procedure_occurrence","procedure_type_concept_id","no","integer","A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the type of source data from which the procedure record is derived."
"procedure_occurrence","modifier_concept_id","yes","integer","A foreign key to a Standard Concept identifier for a modifier to the Procedure (e.g. bilateral)"
"procedure_occurrence","quantity","yes","integer","The quantity of procedures ordered or administered."
"procedure_occurrence","provider_id","yes","integer","A foreign key to the provider in the provider table who was responsible for carrying out the procedure."
"procedure_occurrence","visit_occurrence_id","yes","integer","A foreign key to the visit in the visit table during which the Procedure was carried out."
"procedure_occurrence","procedure_source_value","yes","character varying","The source code for the Procedure as it appears in the source data. This code is mapped to a standard procedure Concept in the Standardized Vocabularies and the original code is, stored here for reference. Procedure source codes are typically ICD-9-Proc, CPT-4, HCPCS or OPCS-4 codes."
"procedure_occurrence","procedure_source_concept_id","yes","integer","A foreign key to a Procedure Concept that refers to the code used in the source."
"procedure_occurrence","qualifier_source_value","yes","character varying","The source code for the qualifier as it appears in the source data."
"measurement","measurement_id","no","integer","A unique identifier for each Measurement."
"measurement","person_id","no","integer","A foreign key identifier to the Person about whom the measurement was recorded. The demographic details of that Person are stored in the PERSON table."
"measurement","measurement_concept_id","no","integer","A foreign key to the standard measurement concept identifier in the Standardized Vocabularies."
"measurement","measurement_date","no","date","The date of the Measurement."
"measurement","measurement_time","yes","character varying","The time of the Measurement. (Some database systems don't have a datatype of time. To accomodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time)Relevant Forum Discussion"
"measurement","measurement_type_concept_id","no","integer","A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the provenance from where the Measurement record was recorded."
"measurement","operator_concept_id","yes","integer","A foreign key identifier to the predefined Concept in the Standardized Vocabularies reflecting the mathematical operator that is applied to the value_as_number. Operators are <, ?, =, ?, >."
"measurement","value_as_number","yes","numeric","A Measurement result where the result is expressed as a numeric value."
"measurement","value_as_concept_id","yes","integer","A foreign key to a Measurement result represented as a Concept from the Standardized Vocabularies (e.g., positive/negative, present/absent, low/high, etc.)."
"measurement","unit_concept_id","yes","integer","A foreign key to a Standard Concept ID of Measurement Units in the Standardized Vocabularies."
"measurement","range_low","yes","numeric","The lower limit of the normal range of the Measurement result. The lower range is assumed to be of the same unit of measure as the Measurement value."
"measurement","range_high","yes","numeric","The upper limit of the normal range of the Measurement. The upper range is assumed to be of the same unit of measure as the Measurement value."
"measurement","provider_id","yes","integer","A foreign key to the provider in the PROVIDER table who was responsible for initiating or obtaining the measurement."
"measurement","visit_occurrence_id","yes","integer","A foreign key to the Visit in the VISIT_OCCURRENCE table during which the Measurement was recorded."
"measurement","measurement_source_value","yes","character varying","The Measurement name as it appears in the source data. This code is mapped to a Standard Concept in the Standardized Vocabularies and the original code is stored here for reference."
"measurement","measurement_source_concept_id","yes","integer","A foreign key to a Concept in the Standard Vocabularies that refers to the code used in the source."
"measurement","unit_source_value","yes","character varying","The source code for the unit as it appears in the source data. This code is mapped to a standard unit concept in the Standardized Vocabularies and the original code is stored here for reference."
"measurement","value_source_value","yes","character varying","The source value associated with the content of the value_as_number or value_as_concept as stored in the source data."
"observation","observation_id","no","integer","A unique identifier for each observation."
"observation","person_id","no","integer","A foreign key identifier to the Person about whom the observation was recorded. The demographic details of that Person are stored in the PERSON table."
"observation","observation_concept_id","no","integer","A foreign key to the standard observation concept identifier in the Standardized Vocabularies."
"observation","observation_date","no","date","The date of the observation."
"observation","observation_time","yes","character varying","The time of the observation."
"observation","observation_type_concept_id","no","integer","A foreign key to the predefined concept identifier in the Standardized Vocabularies reflecting the type of the observation."
"observation","value_as_number","yes","numeric","The observation result stored as a number. This is applicable to observations where the result is expressed as a numeric value."
"observation","value_as_string","yes","character varying","The observation result stored as a string. This is applicable to observations where the result is expressed as verbatim text."
"observation","value_as_concept_id","yes","integer","A foreign key to an observation result stored as a Concept ID. This is applicable to observations where the result can be expressed as a Standard Concept from the Standardized Vocabularies (e.g., positive/negative, present/absent, low/high, etc.)."
"observation","qualifier_concept_id","yes","integer","A foreign key to a Standard Concept ID for a qualifier (e.g., severity of drug-drug interaction alert)"
"observation","unit_concept_id","yes","integer","A foreign key to a Standard Concept ID of measurement units in the Standardized Vocabularies."
"observation","provider_id","yes","integer","A foreign key to the provider in the PROVIDER table who was responsible for making the observation."
"observation","visit_occurrence_id","yes","integer","A foreign key to the visit in the VISIT_OCCURRENCE table during which the observation was recorded."
"observation","observation_source_value","yes","character varying","The observation code as it appears in the source data. This code is mapped to a Standard Concept in the Standardized Vocabularies and the original code is, stored here for reference."
"observation","observation_source_concept_id","yes","integer","A foreign key to a Concept that refers to the code used in the source."
"observation","unit_source_value","yes","character varying","The source code for the unit as it appears in the source data. This code is mapped to a standard unit concept in the Standardized Vocabularies and the original code is, stored here for reference."
"observation","qualifier_source_value","yes","character varying","The source value associated with a qualifier to characterize the observation"
"note","note_id","no","integer","A unique identifier for each note."
"note","person_id","no","integer","A foreign key identifier to the Person about whom the Note was recorded. The demographic details of that Person are stored in the PERSON table."
"note","note_date","no","date","The date the note was recorded."
"note","note_time","yes","character varying","The time the note was recorded."
"note","note_type_concept_id","no","integer","A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the type, origin or provenance of the Note."
"note","note_text","no","text","The content of the Note."
"note","provider_id","yes","integer","A foreign key to the Provider in the PROVIDER table who took the Note."
"note","visit_occurrence_id","yes","integer","Foreign key to the Visit in the VISIT_OCCURRENCE table when the Note was taken."
"note","note_source_value","yes","character varying","The source value associated with the origin of the Note, as standardized using the note_tyype_concept_id"
"specimen","specimen_id","no","integer","A unique identifier for each specimen."
"specimen","person_id","no","integer","A foreign key identifier to the Person for whom the Specimen is recorded."
"specimen","specimen_concept_id","no","integer","A foreign key referring to a Standard Concept identifier in the Standardized Vocabularies for the Specimen."
"specimen","specimen_type_concept_id","no","integer","A foreign key referring to the Concept identifier in the Standardized Vocabularies reflecting the system of record from which the Specimen was represented in the source data."
"specimen","specimen_date","no","date","The date the specimen was obtained from the Person."
"specimen","specimen_time","yes","character varying","The time on the date when the Specimen was obtained from the person."
"specimen","quantity","yes","numeric","The amount of specimen collection from the person during the sampling procedure."
"specimen","unit_concept_id","yes","integer","A foreign key to a Standard Concept identifier for the Unit associated with the numeric quantity of the Specimen collection."
"specimen","anatomic_site_concept_id","yes","integer","A foreign key to a Standard Concept identifier for the anatomic location of specimen collection."
"specimen","disease_status_concept_id","yes","integer","A foreign key to a Standard Concept identifier for the Disease Status of specimen collection."
"specimen","specimen_source_id","yes","character varying","The Specimen identifier as it appears in the source data."
"specimen","specimen_source_value","yes","character varying","The Specimen value as it appears in the source data. This value is mapped to a Standard Concept in the Standardized Vocabularies and the original code is, stored here for reference."
"specimen","unit_source_value","yes","character varying","The information about the Unit as detailed in the source."
"specimen","anatomic_site_source_value","yes","character varying","The information about the anatomic site as detailed in the source."
"specimen","disease_status_source_value","yes","character varying","The information about the disease status as detailed in the source."
"fact_relationship","domain_concept_id_1","no","integer","The concept representing the domain of fact one, from which the corresponding table can be inferred."
"fact_relationship","fact_id_1","no","integer","The unique identifier in the table corresponding to the domain of fact one."
"fact_relationship","domain_concept_id_2","no","integer","The concept representing the domain of fact two, from which the corresponding table can be inferred."
"fact_relationship","fact_id_2","no","integer","The unique identifier in the table corresponding to the domain of fact two."
"fact_relationship","relationship_concept_id","no","integer","A foreign key to a Standard Concept ID of relationship in the Standardized Vocabularies."
"procedure_cost","procedure_cost_id","no","integer","A unique identifier for each procedure cost record."
"procedure_cost","procedure_occurrence_id","no","integer","A foreign key identifier to the procedure record for which cost data are recorded."
"procedure_cost","currency_concept_id","yes","integer","A concept representing the 3-letter code used to delineate international currencies, such as USD for US Dollar."
"procedure_cost","paid_copay","yes","numeric","The amount paid by the Person as a fixed contribution to the expenses. Copay does not contribute to the out_of_pocket expenses."
"procedure_cost","paid_coinsurance","yes","numeric","The amount paid by the Person as a joint assumption of risk. Typically, this is a percentage of the expenses defined by the health benefit Plan after the Person's deductible is exceeded."
"procedure_cost","paid_toward_deductible","yes","numeric","The amount paid by the Person that is counted toward the deductible defined by the health benefit Plan."
"procedure_cost","paid_by_payer","yes","numeric","The amount paid by the Payer. If there is more than one Payer, several PROCEDURE_COST records indicate that fact."
"procedure_cost","paid_by_coordination_benefits","yes","numeric","The amount paid by a secondary Payer through the coordination of benefits."
"procedure_cost","total_out_of_pocket","yes","numeric","The total amount paid by the Person as a share of the expenses"
"procedure_cost","total_paid","yes","numeric","The total amount paid for the expenses of the Procedure."
"procedure_cost","revenue_code_concept_id","yes","integer","A foreign key referring to a Standard Concept ID in the Standardized Vocabularies for Revenue codes."
"procedure_cost","payer_plan_period_id","yes","integer","A foreign key to the PAYER_PLAN_PERIOD table, where the details of the payer, plan and family are stored."
"procedure_cost","revenue_code_source_value","yes","character varying","The source code for the Revenue code as it appears in the source data, stored here for reference."
"visit_cost","visit_cost_id","no","integer","A unique identifier for each procedure cost record."
"visit_cost","visit_occurrence_id","no","integer","A foreign key identifier to the procedure record for which cost data are recorded."
"visit_cost","currency_concept_id","yes","integer","A concept representing the 3-letter code used to delineate international currencies, such as USD for US Dollar."
"visit_cost","paid_copay","yes","numeric","The amount paid by the Person as a fixed contribution to the expenses. Copay does not contribute to the out_of_pocket expenses."
"visit_cost","paid_coinsurance","yes","numeric","The amount paid by the Person as a joint assumption of risk. Typically, this is a percentage of the expenses defined by the Health benefit Plan after the person's deductible is exceeded."
"visit_cost","paid_toward_deductible","yes","numeric","The amount paid by the Person that is counted toward the deductible defined by the health benefit Plan."
"visit_cost","paid_by_payer","yes","numeric","The amount paid by the Payer (insurer). If there is more than one Payer, several VISIT_COST records indicate that fact."
"visit_cost","paid_by_coordination_benefits","yes","numeric","The amount paid by a secondary Payer through the coordination of benefits."
"visit_cost","total_out_of_pocket","yes","numeric","The total amount paid by the Person as a share of the expenses, excluding the copay."
"visit_cost","total_paid","yes","numeric","The total amount paid for the expenses of the procedure."
"visit_cost","payer_plan_period_id","yes","integer","A foreign key to the PAYER_PLAN_PERIOD table, where the details of the Payer, Plan and Family are stored."
"drug_cost","drug_cost_id","no","integer","A unique identifier for each DRUG_COST record."
"drug_cost","drug_exposure_id","no","integer","A foreign key identifier to the Drug record for which cost data are recorded."
"drug_cost","currency_concept_id","yes","integer","A concept representing the 3-letter code used to delineate international currencies, such as USD for US Dollar."
"drug_cost","paid_copay","yes","numeric","The amount paid by the Person as a fixed contribution to the expenses. Copay does not contribute to the out of pocket expenses."
"drug_cost","paid_coinsurance","yes","numeric","The amount paid by the Person as a joint assumption of risk. Typically, this is a percentage of the expenses defined by the Payer Plan after the Person's deductible is exceeded."
"drug_cost","paid_toward_deductible","yes","numeric","The amount paid by the Person that is counted toward the deductible defined by the Payer Plan."
"drug_cost","paid_by_payer","yes","numeric","The amount paid by the Payer. If there is more than one Payer, several DRUG_COST records indicate that fact."
"drug_cost","paid_by_coordination_benefits","yes","numeric","The amount paid by a secondary Payer through the coordination of benefits."
"drug_cost","total_out_of_pocket","yes","numeric","The total amount paid by the Person as a share of the expenses."
"drug_cost","total_paid","yes","numeric","The total amount paid for the expenses of drug exposure."
"drug_cost","ingredient_cost","yes","numeric","The portion of the drug expenses due to the cost charged by the manufacturer for the drug, typically a percentage of the Average Wholesale Price."
"drug_cost","dispensing_fee","yes","numeric","The portion of the drug expenses due to the dispensing fee charged by the pharmacy, typically a fixed amount."
"drug_cost","average_wholesale_price","yes","numeric","List price of a Drug set by the manufacturer."
"drug_cost","payer_plan_period_id","yes","integer","A foreign key to the PAYER_PLAN_PERIOD table, where the details of the Payer, Plan and Family are stored."
"payer_plan_period","payer_plan_period_id","no","integer","A identifier for each unique combination of payer, plan, family code and time span."
"payer_plan_period","person_id","no","integer","A foreign key identifier to the Person covered by the payer. The demographic details of that Person are stored in the PERSON table."
"payer_plan_period","payer_plan_period_start_date","no","date","The start date of the payer plan period."
"payer_plan_period","payer_plan_period_end_date","no","date","The end date of the payer plan period."
"payer_plan_period","payer_source_value","yes","character varying","The source code for the payer as it appears in the source data."
"payer_plan_period","plan_source_value","yes","character varying","The source code for the Person's health benefit plan as it appears in the source data."
"payer_plan_period","family_source_value","yes","character varying","The source code for the Person's family as it appears in the source data."
"device_cost","device_cost_id","no","integer","A unique identifier for each DEVICE_COST record."
"device_cost","device_exposure_id","no","integer","A foreign key identifier to the DEVICE_EXPOSURE record for which cost data are recorded."
"device_cost","currency_concept_id","yes","integer","A concept representing the 3-letter code used to delineate international currencies, such as USD for US Dollar."
"device_cost","paid_copay","yes","numeric","The amount paid by the Person as a fixed contribution to the expenses. Copay does not contribute to the out_of_pocket expenses."
"device_cost","paid_coinsurance","yes","numeric","The amount paid by the Person as a joint assumption of risk. Typically, this is a percentage of the expenses defined by the Payer Plan after the person's deductible is exceeded."
"device_cost","paid_toward_deductible","yes","numeric","The amount paid by the Person that is counted toward the deductible defined by the Payer Plan."
"device_cost","paid_by_payer","yes","numeric","The amount paid by the Payer. If there is more than one payer, several procedure_cost records indicate that fact."
"device_cost","paid_by_coordination_benefits","yes","numeric","The amount paid by a secondary payer through the coordination of benefits."
"device_cost","total_out_of_pocket","yes","numeric","The total amount paid by the Person as a share of the expenses, excluding the copay."
"device_cost","total_paid","yes","numeric","The total amount paid for the expenses of the procedure."
"device_cost","payer_plan_period_id","yes","integer","A foreign key to the payer_plan_period table, where the details of the payer, plan and family are stored."
"drug_era","drug_era_id","no","integer","A unique identifier for each Drug Era."
"drug_era","person_id","no","integer","A foreign key identifier to the Person who is subjected to the Drug during the fDrug Era. The demographic details of that Person are stored in the PERSON table."
"drug_era","drug_concept_id","no","integer","A foreign key that refers to a Standard Concept identifier in the Standardized Vocabularies for the Ingredient Concept."
"drug_era","drug_era_start_date","no","date","The start date for the Drug Era constructed from the individual instances of Drug Exposures. It is the start date of the very first chronologically recorded instance of conutilization of a Drug."
"drug_era","drug_era_end_date","no","date","The end date for the drug era constructed from the individual instance of drug exposures. It is the end date of the final continuously recorded instance of utilization of a drug."
"drug_era","drug_exposure_count","yes","integer","The number of individual Drug Exposure occurrences used to construct the Drug Era."
"drug_era","gap_days","yes","integer","The number of observed days of gap between Drug Exposure records which was tolerated in the building of the Drug Era record."
"dose_era","dose_era_id","no","integer","A unique identifier for each Dose Era."
"dose_era","person_id","no","integer","A foreign key identifier to the Person who is subjected to the drug during the drug era. The demographic details of that Person are stored in the PERSON table."
"dose_era","drug_concept_id","no","integer","A foreign key that refers to a Standard Concept identifier in the Standardized Vocabularies for the active Ingredient Concept."
"dose_era","unit_concept_id","no","integer","A foreign key that refers to a Standard Concept identifier in the Standardized Vocabularies for the unit concept."
"dose_era","dose_value","no","numeric","The numeric value of the dose."
"dose_era","dose_era_start_date","no","date","The start date for the drug era constructed from the individual instances of drug exposures. It is the start date of the very first chronologically recorded instance of utilization of a drug."
"dose_era","dose_era_end_date","no","date","The end date for the drug era constructed from the individual instance of drug exposures. It is the end date of the final continuously recorded instance of utilization of a drug."
"condition_era","condition_era_id","no","integer","A unique identifier for each Condition Era."
"condition_era","person_id","no","integer","A foreign key identifier to the Person who is experiencing the Condition during the Condition Era. The demographic details of that Person are stored in the PERSON table."
"condition_era","condition_concept_id","no","integer","A foreign key that refers to a standard Condition Concept identifier in the Standardized Vocabularies."
"condition_era","condition_era_start_date","no","date","The start date for the Condition Era constructed from the individual instances of Condition Occurrences. It is the start date of the very first chronologically recorded instance of the condition."
"condition_era","condition_era_end_date","no","date","The end date for the Condition Era constructed from the individual instances of Condition Occurrences. It is the end date of the final continuously recorded instance of the Condition."
"condition_era","condition_occurrence_count","yes","integer","The number of individual Condition Occurrences used to construct the condition era."
"cdm_source","cdm_source_name","no","character varying","The full name of the source"
"cdm_source","cdm_source_abbreviation","yes","character varying","An abbreviation of the name"
"cdm_source","cdm_holder","yes","character varying","The name of the organization responsible for the development of the CDM instance"
"cdm_source","source_description","yes","text","A description of the source data origin and purpose for collection. The description may contain a summary of the period of time that is expected to be covered by this dataset."
"cdm_source","source_documentation_reference","yes","character varying","URL or other external reference to location of source documentation"
"cdm_source","cdm_etl_reference","yes","character varying","URL or other external reference to location of ETL specification documentation and ETL source code"
"cdm_source","source_release_date","yes","date","The date for which the source data are most current, such as the last day of data capture"
"cdm_source","cdm_release_date","yes","date","The date when the CDM was instantiated"
"cdm_source","cdm_version","yes","character varying","The version of CDM used"
"cdm_source","vocabulary_version","yes","character varying","The version of the vocabulary used"
