"table_name","column_name","is_nullable","data_type","description"
"procedure_occurrence","provider_id","yes","integer","A foreign key to the provider in the provider table who was responsible for carrying out the procedure."
"procedure_occurrence","visit_occurrence_id","yes","integer","A foreign key to the visit in the visit table during which the Procedure was carried out."
"procedure_occurrence","procedure_source_value","yes","character varying","The source code for the Procedure as it appears in the source data. This code is mapped to a standard procedure Concept in the Standardized Vocabularies and the original code is, stored here for reference. Procedure source codes are typically ICD-9-Proc, CPT-4, HCPCS or OPCS-4 codes."
"procedure_occurrence","procedure_source_concept_id","yes","integer","A foreign key to a Procedure Concept that refers to the code used in the source."
"procedure_occurrence","qualifier_source_value","yes","character varying","The source code for the qualifier as it appears in the source data."
"measurement","measurement_id","no","integer","A unique identifier for each Measurement."
"measurement","person_id","no","integer","A foreign key identifier to the Person about whom the measurement was recorded. The demographic details of that Person are stored in the PERSON table."
"measurement","measurement_concept_id","no","integer","A foreign key to the standard measurement concept identifier in the Standardized Vocabularies."
"measurement","measurement_date","no","date","The date of the Measurement."
"measurement","measurement_datetime","yes","datetime","The date and time of the Measurement."
"measurement","measurement_type_concept_id","no","integer","A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the provenance from where the Measurement record was recorded."
"measurement","operator_concept_id","yes","integer","A foreign key identifier to the predefined Concept in the Standardized Vocabularies reflecting the mathematical operator that is applied to the value_as_number. Operators are <, ?, =, ?, >."
"measurement","value_as_number","yes","numeric","A Measurement result where the result is expressed as a numeric value."
"measurement","value_as_concept_id","yes","integer","A foreign key to a Measurement result represented as a Concept from the Standardized Vocabularies (e.g., positive/negative, present/absent, low/high, etc.)."
"measurement","unit_concept_id","yes","integer","A foreign key to a Standard Concept ID of Measurement Units in the Standardized Vocabularies."
"measurement","range_low","yes","numeric","The lower limit of the normal range of the Measurement result. The lower range is assumed to be of the same unit of measure as the Measurement value."
"measurement","range_high","yes","numeric","The upper limit of the normal range of the Measurement. The upper range is assumed to be of the same unit of measure as the Measurement value."
"measurement","provider_id","yes","integer","A foreign key to the provider in the PROVIDER table who was responsible for initiating or obtaining the measurement."
"measurement","visit_occurrence_id","yes","integer","A foreign key to the Visit in the VISIT_OCCURRENCE table during which the Measurement was recorded."
"measurement","measurement_source_value","yes","character varying","The Measurement name as it appears in the source data. This code is mapped to a Standard Concept in the Standardized Vocabularies and the original code is stored here for reference."
"measurement","measurement_source_concept_id","yes","integer","A foreign key to a Concept in the Standard Vocabularies that refers to the code used in the source."
"measurement","unit_source_value","yes","character varying","The source code for the unit as it appears in the source data. This code is mapped to a standard unit concept in the Standardized Vocabularies and the original code is stored here for reference."
"measurement","value_source_value","yes","character varying","The source value associated with the content of the value_as_number or value_as_concept as stored in the source data."
